ID	precursor number	monoisotopic m/z	charge	peak alpha	elution profile
592	274	396.0793	1	99065.9356434	5909:45915.34,5928:51945.6,5947:53526.99,5966:46131.23
593	274	396.0793	1	97993.5918165	5795:29573.2,5814:49882.54,5833:33567.38,5852:29788.21
594	274	396.0793	1	97970.2360577	5966:46131.23,5985:50811.99
595	274	396.0793	1	97600.9178334	5548:28724.84,5567:44088.55,5586:49072.38,5605:34177.85
596	274	396.0793	1	95865.750842	5852:29788.21,5871:50335.43,5890:51599.52,5909:45915.34
597	274	396.0793	1	94711.1948241	5282:32507.44,5301:47436.91,5320:34082.95,5339:47018.12,5358:18786.8
598	274	396.0793	1	93439.8470812	5453:25091.75,5472:49306.01,5491:32423.99,5510:31091.88
599	274	396.0793	1	91666.4657353	5358:18786.8,5377:47996.91,5396:45746.32,5415:29519.8
600	274	396.0793	1	78108.4257762	5985:50811.99,5016:35087.03,5035:37761.17,5054:27966.56
601	275	399.3368	1	256309.233744	5871:111576.2,5890:128754.0,5909:131172.3,5928:120314.6,5947:115102.7,5966:112920.0,5985:112720.0
602	275	399.3368	1	246706.654583	5073:106324.1,5092:114806.6,5111:125135.5,5130:117407.8,5149:112233.8
603	275	399.3368	1	237796.458014	5149:112233.8,5168:120446.0,5187:110209.8
604	275	399.3368	1	235075.72409	5491:106140.3,5510:112046.7,5529:120785.5,5548:120042.4,5567:110588.7,5586:101565.8
605	275	399.3368	1	233716.902715	5624:101116.8,5643:113960.8,5662:119790.3,5681:115062.0,5700:111588.6
606	275	399.3368	1	230987.615965	5757:114704.9,5776:115756.8,5795:118269.8,5814:116039.4,5833:115542.6
607	275	399.3368	1	230777.077446	5700:111588.6,5719:121416.2,5738:118628.7,5757:114704.9
608	275	399.3368	1	229366.140895	5814:116039.4,5833:115542.6,5852:118345.9,5871:111576.2
609	275	399.3368	1	218355.592713	5586:101565.8,5605:120317.4,5624:101116.8
610	275	399.3368	1	214226.417208	5301:103603.8,5320:111317.9,5339:106947.9,5358:103581.6
611	275	399.3368	1	213648.877464	5966:112920.0,5985:112720.0
612	275	399.3368	1	211276.126675	5244:98952.42,5263:110541.7,5282:108315.5,5301:103603.8
613	275	399.3368	1	208321.351992	5358:103581.6,5377:104470.8,5396:106814.4,5415:110407.2,5434:113592.3,5453:111343.3,5472:123414.3,5491:106140.3
614	276	400.3499	1	27437.7144034	5909:2584.936,5928:7503.235,5947:11514.19,5966:3870.364
615	276	400.3499	1	19797.3273194	5795:0.0,5814:8628.615,5833:8573.192,5852:6270.863,5871:1995.293
616	277	409.1098	1	24176.1286801	5871:5627.648,5890:8027.313,5909:8586.953,5928:10820.63,5947:11639.12,5966:12330.47,5985:10844.13
617	277	409.1098	1	23045.5264374	5833:0.0,5852:10892.91,5871:5627.648
618	278	413.264	1	51619.6886505	5909:25196.8,5928:26347.88,5947:25921.11,5966:23940.92
619	279	419.31285	1	79728.0763067	5719:33612.63,5738:39909.46,5757:31719.81,5776:29707.33
620	279	419.31285	1	72389.6419088	5776:29707.33,5795:36710.44,5814:29588.1
621	279	419.31285	1	71118.0469061	5814:29588.1,5833:31855.01,5852:32272.87,5871:32356.3,5890:36724.5,5909:36202.24,5928:33870.02,5947:32011.05,5966:29014.72
622	279	419.31285	1	66678.1570233	5529:24143.62,5548:33769.67,5567:29135.4,5586:27806.69
623	279	419.31285	1	65973.9009775	5985:29715.06,5016:32588.31,5035:24147.78
624	279	419.31285	1	65249.2014901	5130:28656.16,5149:32907.9,5168:30165.83,5187:29079.51
625	279	419.31285	1	64836.0716311	5586:27806.69,5605:33588.91,5624:31629.98,5643:26331.49
626	279	419.31285	1	60975.8919207	5453:27552.66,5472:31154.62,5491:25160.35
627	279	419.31285	1	60751.4700281	5187:29079.51,5206:32316.38,5225:30194.99,5244:31541.13,5263:27098.96
628	279	419.31285	1	60262.8308773	5035:24147.78,5054:33327.32,5073:28991.27,5092:28896.1
629	279	419.31285	1	57793.3892261	5966:29014.72,5985:29715.06
630	279	419.31285	1	56887.4399391	5358:28994.06,5377:33831.56,5396:28742.36,5415:31788.74,5434:28770.66,5453:27552.66
631	280	420.315	1	13876.2583518	5434:158.889,5453:3093.809,5472:4633.709,5491:3688.282,5510:2383.099,5529:1295.175
632	280	420.315	1	11640.1919277	5377:80.62297,5396:3773.047,5415:2842.748,5434:158.889
633	280	420.315	1	11406.3447085	5871:2994.373,5890:3616.197,5909:0.0
634	280	420.315	1	9255.83555054	5111:410.7965,5130:2882.667,5149:0.0
635	280	420.315	1	7691.39582731	5966:0.0,5985:2425.09
636	280	420.315	1	6519.75358403	5567:434.2582,5586:2237.861,5605:0.0
637	280	420.315	1	5281.10597059	5700:150.5001,5719:1732.588,5738:1471.08,5757:52.59427
638	280	420.315	1	2752.3006504	5263:3968.16,5282:1045.317,5301:3922.052,5320:994.7039,5339:6.142907
639	280	420.315	1	1693.00436796	5187:241.722,5206:744.083,5225:0.0
640	280	420.315	1	95.6408737136	5643:0.0,5662:120.9253,5681:245.8175,5700:150.5001
641	280	420.315	1	5.81008274387e-08	5016:1172.26,5035:3006.73,5054:0.0,5073:2785.043,5092:863.6464,5111:410.7965
642	281	421.32765	1	59245.2121053	5054:10956.4,5073:19484.44,5092:17610.39,5111:19127.5,5130:9546.832
643	281	421.32765	1	57791.6358626	5605:13003.88,5624:13216.1,5643:29452.02,5662:10437.91
644	281	421.32765	1	57368.068979	5415:11112.49,5434:14914.54,5453:25907.49,5472:26377.37,5491:26580.62,5510:31448.38,5529:6513.232
645	281	421.32765	1	55790.2074255	5852:9762.464,5871:11356.3,5890:12597.59,5909:14293.26,5928:10603.59
646	281	421.32765	1	55569.9476225	5719:13709.17,5738:24252.57,5757:15711.38,5776:17213.2,5795:12308.05,5814:11240.0
647	281	421.32765	1	54785.2262746	5985:12921.65,5016:25706.88,5035:19715.43,5054:10956.4
648	281	421.32765	1	50573.403254	5282:11705.93,5301:23856.89,5320:15172.63,5339:15031.6
649	281	421.32765	1	49861.7191495	5130:9546.832,5149:10597.03,5168:14985.12,5187:24671.96,5206:16237.02,5225:13650.77,5244:12209.48
650	281	421.32765	1	48468.64182	5529:6513.232,5548:15472.16,5567:15562.03,5586:15996.55,5605:13003.88
651	281	421.32765	1	47050.0644996	5928:10603.59,5947:15625.09,5966:14696.32,5985:12921.65
652	281	421.32765	1	46922.356504	5339:15031.6,5358:23361.49,5377:14561.8,5396:13437.2,5415:11112.49
653	281	421.32765	1	43304.2287518	5225:13650.77,5244:12209.48,5263:18678.68,5282:11705.93
654	281	421.32765	1	42463.0384856	5814:11240.0,5833:22186.2,5852:9762.464
655	282	429.0826	1	501276.891406	5149:210709.6,5168:238803.9,5187:221323.7,5206:220357.4,5225:216258.0
656	282	429.0826	1	499140.118388	5871:214721.1,5890:227396.9,5909:223334.5,5928:211208.1
657	282	429.0826	1	494722.444212	5757:225062.1,5776:229222.2,5795:234482.2,5814:254845.9,5833:256689.2,5852:225304.5,5871:214721.1
658	282	429.0826	1	481144.98281	5624:194130.1,5643:220178.5,5662:215586.4,5681:229048.7,5700:219654.2,5719:215501.3
659	282	429.0826	1	470528.923226	5092:231173.8,5111:239883.4,5130:227516.9,5149:210709.6
660	282	429.0826	1	467766.106859	5928:211208.1,5947:242078.1,5966:213563.2,5985:218470.8
661	282	429.0826	1	463241.694805	5548:206838.5,5567:231671.9,5586:215231.9,5605:229953.8,5624:194130.1
662	282	429.0826	1	458524.147765	5491:202459.5,5510:223109.7,5529:217376.6,5548:206838.5
663	282	429.0826	1	442013.710139	5719:215501.3,5738:232824.2,5757:225062.1,5776:229222.2
664	282	429.0826	1	429359.211023	5396:201178.5,5415:225447.2,5434:208812.1,5453:199025.6
665	282	429.0826	1	410167.084542	5225:216258.0,5244:231996.2,5263:213117.9,5282:232710.2,5301:210834.9
666	282	429.0826	1	340219.827087	5985:218470.8,5016:235208.4,5035:222209.4
667	282	429.0826	1	322108.369635	5206:220357.4,5225:216258.0,5244:231996.2,5263:213117.9
668	283	430.0889	1	152693.693198	5206:45306.08,5225:58695.39,5244:46263.19,5263:40897.93,5282:39154.83
669	283	430.0889	1	149754.023854	5681:41393.06,5700:56929.69,5719:52695.45,5738:49306.98
670	283	430.0889	1	146221.310678	5282:39154.83,5301:40362.95,5320:40553.06,5339:52124.66,5358:44856.04,5377:44729.34
671	283	430.0889	1	144274.519752	5871:38053.58,5890:41808.81,5909:49196.52,5928:53924.25,5947:44948.16,5966:43268.4
672	283	430.0889	1	139353.727638	5738:49306.98,5757:60336.87,5776:53063.65,5795:59210.92,5814:44679.29
673	283	430.0889	1	138823.002787	5814:44679.29,5833:51704.94,5852:53939.84,5871:38053.58
674	283	430.0889	1	138009.51481	5054:43652.45,5073:52756.56,5092:48059.02,5111:43907.91,5130:42003.19
675	283	430.0889	1	135199.919488	5567:43157.4,5586:50774.7,5605:44529.06,5624:36002.08
676	283	430.0889	1	131394.053363	5130:42003.19,5149:45852.87,5168:51046.66,5187:53423.43,5206:45306.08
677	283	430.0889	1	126662.373963	5966:43268.4,5985:50241.56
678	283	430.0889	1	124644.328197	5377:44729.34,5396:49322.61,5415:45939.06,5434:52452.55,5453:45024.38
679	283	430.0889	1	120530.798404	5415:45939.06,5434:52452.55,5453:45024.38,5472:47492.4,5491:41161.54
680	283	430.0889	1	119696.922005	5491:41161.54,5510:47424.8,5529:50499.98,5548:44934.25,5567:43157.4
681	284	430.8874	1	44189.230231	5947:44368.22,5966:43570.86,5985:46286.54
682	285	431.0795	1	116671.698996	5871:5267.139,5890:50214.37,5909:41582.36,5928:36960.64
683	285	431.0795	1	109737.979177	5681:36203.33,5700:46318.7,5719:39130.63,5738:40830.13
684	285	431.0795	1	101910.142146	5358:35485.49,5377:35218.65,5396:38664.22,5415:8079.251
685	285	431.0795	1	88223.9486412	5985:34143.11,5016:47653.68,5035:29612.76
686	285	431.0795	1	72461.4542337	5928:36960.64,5947:39955.49,5966:41953.88,5985:34143.11
687	285	431.0795	1	64585.7613192	5282:36656.4,5301:43786.36,5320:44064.41,5339:45113.79,5358:35485.49,5377:35218.65
688	285	431.0795	1	60358.0031904	5624:762.2961,5643:20361.89,5662:40336.13,5681:36203.33,5700:46318.7,5719:39130.63
689	285	431.0795	1	60220.8653367	5149:2705.455,5168:33058.5,5187:40059.79,5206:44810.62,5225:47729.75,5244:38501.79
690	285	431.0795	1	59625.5990073	5415:8079.251,5434:32951.55,5453:35357.22,5472:37560.39
691	285	431.0795	1	55506.4529784	5567:33161.56,5586:37437.37,5605:39820.18,5624:762.2961
692	285	431.0795	1	47710.2358911	5719:39130.63,5738:40830.13,5757:42124.52,5776:40030.67,5795:37583.58,5814:23791.23
693	285	431.0795	1	46872.6305412	5149:2705.455,5168:33058.5,5187:40059.79,5206:44810.62,5225:47729.75,5244:38501.79,5263:49523.7,5282:36656.4
694	285	431.0795	1	46405.8398	5092:677.0161,5111:44525.23,5130:38168.54,5149:2705.455
695	288	445.1156	1	2455370.77672	5073:1208363.0,5092:1228695.0,5111:1255266.0,5130:1181492.0,5149:1142888.0
696	288	445.1156	1	2266649.85165	5149:1142888.0,5168:1197314.0,5187:1218844.0,5206:1209687.0,5225:1175237.0
697	288	445.1156	1	2243953.2795	5757:1205825.0,5776:1239419.0,5795:1209955.0
698	288	445.1156	1	2238139.52126	5795:1209955.0,5814:1220096.0,5833:1236891.0,5852:1198058.0
699	288	445.1156	1	2235058.65033	5358:1008496.0,5377:1142227.0,5396:1186066.0,5415:1167028.0,5434:1137369.0,5453:1129956.0,5472:1105628.0,5491:1048739.0
700	288	445.1156	1	2205232.49501	5301:1106031.0,5320:1158475.0,5339:1171542.0,5358:1008496.0
701	288	445.1156	1	2181859.70853	5966:1170401.0,5985:1189574.0
702	288	445.1156	1	2158750.9722	5529:1097288.0,5548:1171444.0,5567:1154867.0,5586:1133987.0
703	288	445.1156	1	1078031.74694	5985:1189574.0,5016:1192803.0,5035:1144994.0
704	289	446.11815	1	723485.404164	5149:225358.4,5168:229321.0,5187:223974.2,5206:205275.0
705	289	446.11815	1	707387.573054	5890:189909.9,5909:216552.2,5928:232488.5,5947:219521.9,5966:205330.0
706	289	446.11815	1	566653.487092	5700:196635.9,5719:209902.8,5738:236302.6,5757:145693.7
707	289	446.11815	1	562507.587025	5073:212663.4,5092:232930.7,5111:233358.8,5130:231371.9,5149:225358.4
708	289	446.11815	1	558763.123513	5966:205330.0,5985:217045.9
709	289	446.11815	1	554192.282673	5757:145693.7,5776:180081.9,5795:227612.6,5814:230324.7,5833:227520.9,5852:239883.9,5871:200291.7,5890:189909.9
710	289	446.11815	1	553032.795624	5358:174402.2,5377:186405.3,5396:209249.2,5415:220730.4,5434:215797.1,5453:214263.4,5472:209681.6,5491:188789.6
711	289	446.11815	1	550071.304799	5985:217045.9,5016:227121.4,5035:181971.3
712	289	446.11815	1	533589.206815	5206:205275.0,5225:210204.9,5244:230846.2,5263:219215.6,5282:219456.2,5301:205328.3,5320:198498.6
713	289	446.11815	1	532054.503784	5567:208832.5,5586:200073.8,5605:213071.8,5624:186599.3
714	289	446.11815	1	527931.621118	5624:186599.3,5643:202158.1,5662:203200.9,5681:237116.2,5700:196635.9
715	289	446.11815	1	515246.483689	5491:188789.6,5510:202844.7,5529:206247.4,5548:214176.2,5567:208832.5,5586:200073.8
716	290	447.1139	1	551636.031541	5130:200963.7,5149:217643.6,5168:224001.8,5187:229886.5,5206:216746.0
717	290	447.1139	1	532763.086974	5757:79711.38,5776:94098.23,5795:198271.3,5814:221732.5,5833:218475.7,5852:230315.2,5871:196658.9
718	290	447.1139	1	506820.40156	5244:205028.3,5263:212586.3,5282:210334.2,5301:230312.8,5320:201236.8,5339:200043.7,5358:186797.5
719	290	447.1139	1	505230.861547	5054:223027.3,5073:223946.3,5092:233637.1,5111:219598.1,5130:200963.7
720	290	447.1139	1	499660.781785	5396:215885.4,5415:220724.0,5434:224277.0,5453:197069.6,5472:192902.2,5491:179324.7
721	290	447.1139	1	489421.975774	5548:195891.0,5567:203533.9,5586:205108.3,5605:220297.3,5624:191885.0
722	290	447.1139	1	486325.663743	5491:179324.7,5510:210135.4,5529:210482.1,5548:195891.0
723	290	447.1139	1	486285.526305	5130:200963.7,5149:217643.6,5168:224001.8,5187:229886.5,5206:216746.0,5225:229600.9,5244:205028.3
724	290	447.1139	1	483954.990715	5681:202844.8,5700:219423.0,5719:224385.8,5738:209153.4,5757:79711.38
725	290	447.1139	1	482766.271008	5624:191885.0,5643:223760.5,5662:205589.1,5681:202844.8
726	290	447.1139	1	473095.206506	5928:206002.4,5947:235123.1,5966:212443.6,5985:218847.5
727	291	448.1155	1	22635.0540301	5149:8827.923,5168:8574.512,5187:13250.66,5206:1002.014
728	291	448.1155	1	3.23002313429e-06	5719:2854.455,5738:13491.6,5757:25753.09,5776:30666.64,5795:7042.372,5814:5890.872
729	291	448.1155	1	7.26011194274e-07	5852:5266.724,5871:13227.04,5890:6943.266,5909:7865.872,5928:1175.286,5947:465.8434
730	291	448.1155	1	5.13327103491e-07	5491:6513.029,5510:7938.859,5529:5304.728,5548:7492.533,5567:824.8834
731	291	448.1155	1	2.0526995459e-07	5814:5890.872,5833:12107.11,5852:5266.724,5871:13227.04,5890:6943.266
732	291	448.1155	1	1.31171787399e-07	5092:4297.397,5111:4954.817,5130:9795.534,5149:8827.923,5168:8574.512
733	291	448.1155	1	5.46895435605e-08	5605:2470.9,5624:13543.69,5643:4098.278,5662:6064.228,5681:5507.175
734	291	448.1155	1	2.77729332555e-08	5415:3941.784,5434:9585.748,5453:9940.547,5472:10539.92,5491:6513.029
735	291	448.1155	1	4.98557828206e-09	5301:4099.176,5320:8598.573,5339:12756.36,5358:12433.56,5377:7045.247,5396:6463.29,5415:3941.784
736	291	448.1155	1	4.02282000897e-09	5985:13589.06,5016:10951.8,5035:3367.638
737	291	448.1155	1	2.89492163574e-09	5567:824.8834,5586:10130.98,5605:2470.9,5624:13543.69,5643:4098.278
738	291	448.1155	1	0.0	5643:4098.278,5662:6064.228,5681:5507.175,5700:11535.84,5719:2854.455
739	291	448.1155	1	0.0	5947:465.8434,5966:2090.282,5985:13589.06
740	292	449.11285	1	2.62960491862e-06	5187:8449.916,5206:12133.76,5225:12288.93,5244:9502.714,5263:7621.057,5282:5569.795
741	292	449.11285	1	2.4530772329e-06	5282:5569.795,5301:10930.63,5320:10054.72,5339:6748.142,5358:6085.194
742	292	449.11285	1	8.83115711003e-07	5928:8663.06,5947:12329.54,5966:7909.344,5985:4718.325
743	292	449.11285	1	7.26011194274e-07	5852:6691.985,5871:8633.389,5890:7507.019,5909:9876.226,5928:8663.06
744	292	449.11285	1	4.13372498898e-07	5548:7731.122,5567:8884.16,5586:9275.342,5605:11190.55,5624:7585.293
745	292	449.11285	1	3.12913955969e-07	5073:6766.84,5092:13687.5,5111:11675.35,5130:11481.69,5149:6918.184
746	292	449.11285	1	2.73737422063e-07	5700:9484.803,5719:10105.47,5738:7551.723,5757:10771.85,5776:6855.67
747	292	449.11285	1	1.84975431416e-07	5434:6457.127,5453:10155.43,5472:8124.202,5491:10413.57,5510:6933.761
748	292	449.11285	1	1.37048965065e-07	5358:6085.194,5377:7382.334,5396:8240.875,5415:9553.886,5434:6457.127,5453:10155.43,5472:8124.202
749	292	449.11285	1	8.67843348296e-08	5358:6085.194,5377:7382.334,5396:8240.875,5415:9553.886,5434:6457.127
750	292	449.11285	1	0.0	5662:8281.691,5681:15509.78,5700:9484.803
751	292	449.11285	1	0.0	5776:6855.67,5795:12655.74,5814:9264.762,5833:9305.113,5852:6691.985
752	293	455.1883	1	44356.6345677	5890:24576.77,5909:22647.6,5928:15965.79
753	294	459.16905	1	21746.6209385	5890:3993.973,5909:7845.318,5928:11687.61,5947:7520.331,5966:5326.922
754	294	459.16905	1	20923.7167709	5681:4228.401,5700:10781.92,5719:6416.912,5738:5681.613
755	294	459.16905	1	14995.2594401	5814:6818.571,5833:8092.747,5852:7649.909,5871:6395.898,5890:3993.973
756	294	459.16905	1	12403.6387449	5738:5681.613,5757:6617.177,5776:6471.975,5795:7209.595,5814:6818.571
757	295	462.14695	1	819091.702815	5073:424978.5,5092:452470.9,5111:450946.2,5130:394898.8,5149:330336.5
758	295	462.14695	1	797176.137304	5149:330336.5,5168:438394.3,5187:449213.3,5206:466026.0,5225:420422.6
759	295	462.14695	1	795518.448279	5814:420616.5,5833:450024.5,5852:438549.3,5871:436879.5,5890:424560.4,5909:405688.2,5928:404862.3
760	295	462.14695	1	781724.475059	5700:404711.3,5719:438708.0,5738:447997.1,5757:424841.7
761	295	462.14695	1	773153.49575	5985:424259.9,5016:418729.5,5035:365533.3
762	295	462.14695	1	753526.926569	5966:392449.2,5985:424259.9
763	295	462.14695	1	752856.064293	5624:315238.7,5643:430167.5,5662:432605.9,5681:436205.6,5700:404711.3
764	295	462.14695	1	751255.418365	5529:404435.9,5548:449010.5,5567:425533.0,5586:418138.3,5605:415278.9,5624:315238.7
765	295	462.14695	1	745222.367652	5225:420422.6,5244:443401.7,5263:431105.3,5282:436576.7,5301:385082.6
766	295	462.14695	1	742180.299634	5358:375756.6,5377:436670.6,5396:428090.9,5415:423812.4,5434:419279.6,5453:385684.5
767	295	462.14695	1	736956.777734	5301:385082.6,5320:429976.3,5339:426908.0,5358:375756.6
768	295	462.14695	1	713234.774436	5491:364551.1,5510:433285.8,5529:404435.9,5548:449010.5,5567:425533.0,5586:418138.3,5605:415278.9,5624:315238.7
769	296	463.14335	1	267236.812234	5016:85413.47,5035:89496.03,5054:75773.83
770	296	463.14335	1	259261.116618	5966:54829.88,5985:85069.31
771	296	463.14335	1	253361.460584	5206:63291.9,5225:84816.47,5244:91971.26,5263:63178.8
772	296	463.14335	1	243762.021828	5681:70741.85,5700:86089.58,5719:70309.8,5738:27448.35
773	296	463.14335	1	232051.207951	5738:27448.35,5757:41574.17,5776:69878.52,5795:75650.01,5814:74283.39,5833:72759.35
774	296	463.14335	1	230379.913115	5814:74283.39,5833:72759.35,5852:75315.48,5871:54137.6,5890:34753.5
775	296	463.14335	1	223676.903922	5149:29728.18,5168:86321.98,5187:68261.2,5206:63291.9
776	296	463.14335	1	219359.001137	5890:34753.5,5909:54059.28,5928:70941.89,5947:73334.64,5966:54829.88
777	296	463.14335	1	216004.433031	5491:59391.24,5510:77990.47,5529:74169.26,5548:66033.24
778	296	463.14335	1	212479.794792	5396:62158.73,5415:72031.78,5434:68141.48,5453:71047.95,5472:61549.8,5491:59391.24
779	296	463.14335	1	207011.752245	5548:66033.24,5567:67948.66,5586:65844.77,5605:67680.1,5624:49899.77
780	296	463.14335	1	205773.859423	5358:49758.76,5377:69606.37,5396:62158.73,5415:72031.78,5434:68141.48
781	296	463.14335	1	163243.298128	5320:53855.24,5339:72623.0,5358:49758.76,5377:69606.37,5396:62158.73
782	297	464.1428	1	225805.87588	5149:29049.33,5168:85500.77,5187:90074.51,5206:82112.94
783	297	464.1428	1	223095.422455	5073:70390.92,5092:89732.16,5111:86446.43,5130:33387.45,5149:29049.33
784	297	464.1428	1	211325.341999	5282:78738.31,5301:86956.98,5320:89203.74,5339:73684.54,5358:69804.06
785	297	464.1428	1	200875.053736	5358:69804.06,5377:79893.24,5396:81011.12,5415:84356.24,5434:76885.59,5453:76820.28,5472:73552.52,5491:68158.2
786	297	464.1428	1	196521.552757	5624:48809.75,5643:85646.17,5662:78878.36,5681:81768.38,5700:67778.49
787	297	464.1428	1	196287.121478	5206:82112.94,5225:83413.85,5244:80265.15,5263:85901.31,5282:78738.31
788	297	464.1428	1	192800.88887	5757:38592.6,5776:79304.86,5795:79952.78,5814:84003.8,5833:81888.71,5852:74848.68,5871:43630.48,5890:43517.84,5909:33632.1
789	297	464.1428	1	181480.284433	5548:75126.45,5567:84980.69,5586:78037.84,5605:77101.85,5624:48809.75
790	297	464.1428	1	179415.402493	5016:76222.44,5035:73238.96,5054:77773.34,5073:70390.92
791	297	464.1428	1	169138.043393	5662:78878.36,5681:81768.38,5700:67778.49,5719:75862.6,5738:43128.54,5757:38592.6
792	297	464.1428	1	169093.572451	5757:38592.6,5776:79304.86,5795:79952.78,5814:84003.8,5833:81888.71,5852:74848.68,5871:43630.48,5890:43517.84,5909:33632.1
793	297	464.1428	1	157434.663466	5947:64621.88,5966:68689.28,5985:81294.83
794	297	464.1428	1	155084.139272	5909:33632.1,5928:80414.82,5947:64621.88,5966:68689.28
795	298	465.143	1	15848.4636337	5624:1504.575,5643:2874.84,5662:4198.411,5681:2498.878,5700:4022.086,5719:1404.768
796	298	465.143	1	14650.1972529	5719:1404.768,5738:11402.62,5757:7552.749,5776:2284.246
797	298	465.143	1	13631.7656161	5966:1308.554,5985:3423.085
798	298	465.143	1	11726.1787506	5244:846.8955,5263:2953.855,5282:2439.612,5301:1961.9,5320:1813.034
799	298	465.143	1	10817.2829531	5776:2284.246,5795:4184.78,5814:4182.566,5833:2990.72
800	298	465.143	1	7773.00466849	5377:824.6864,5396:5421.985,5415:1655.176,5434:6617.531,5453:2488.332,5472:1587.057
801	298	465.143	1	5333.20172742	5586:1320.981,5605:5170.541,5624:1504.575
802	298	465.143	1	3459.34430466	5111:931.295,5130:10263.92,5149:7488.064,5168:2372.213
803	298	465.143	1	2430.84171835	5833:2990.72,5852:3293.905,5871:9036.92,5890:10694.05,5909:9382.426,5928:2705.384
804	298	465.143	1	1270.82267174	5168:2372.213,5187:3121.163,5206:3425.041,5225:2264.452,5244:846.8955
805	298	465.143	1	371.993049507	5472:1587.057,5491:3325.3,5510:3593.753,5529:5104.546,5548:5794.376,5567:3941.199,5586:1320.981
806	298	465.143	1	281.613407677	5320:1813.034,5339:3212.069,5358:1842.124,5377:824.6864
807	298	465.143	1	2.54497412255e-07	5054:616.4082,5073:6310.739,5092:2068.653,5111:931.295
808	299	466.13835	1	16738.5397119	5301:800.484,5320:3703.486,5339:1692.711
809	299	466.13835	1	15167.0394537	5415:2218.302,5434:4206.945,5453:2943.559,5472:663.6182
810	299	466.13835	1	13432.5128976	5244:0.0,5263:3682.654,5282:2243.446,5301:800.484
811	299	466.13835	1	11626.7464521	5947:2399.821,5966:2809.715,5985:3789.129
812	299	466.13835	1	11479.8580048	5472:663.6182,5491:1978.171,5510:4058.088,5529:2746.741,5548:862.4233
813	299	466.13835	1	5631.36902882	5700:2102.834,5719:3547.545,5738:2929.358,5757:2592.358,5776:1125.716
814	299	466.13835	1	5185.66093832	5605:1616.522,5624:3448.167,5643:3617.229,5662:3068.039,5681:3929.967,5700:2102.834
815	299	466.13835	1	4202.18227631	5776:1125.716,5795:2760.716,5814:3504.044,5833:2874.885
816	299	466.13835	1	920.09363146	5187:1254.817,5206:3544.396,5225:3539.378
817	299	466.13835	1	1.9260546667	5890:1411.973,5909:2119.703,5928:2778.723,5947:2399.821,5966:2809.715
818	299	466.13835	1	2.0526995459e-07	5833:2874.885,5852:3005.568,5871:3979.353,5890:1411.973
819	299	466.13835	1	1.85359425586e-07	5339:1692.711,5358:1733.587,5377:2646.987,5396:2533.991,5415:2218.302
820	299	466.13835	1	1.31171787399e-07	5073:66.964,5092:959.8292,5111:3712.91,5130:3265.838,5149:2718.198,5168:1412.68,5187:1254.817
821	300	467.0989	1	50957.0920034	5073:273.8447,5092:10474.84,5111:14093.75,5130:15410.34,5149:9135.351
822	300	467.0989	1	48166.9405692	5776:11319.45,5795:12064.74,5814:12907.56,5833:11439.66,5852:7664.567
823	300	467.0989	1	48002.2792626	5567:8825.587,5586:13305.04,5605:9544.306,5624:6120.886
824	300	467.0989	1	47079.0477005	5149:9135.351,5168:10132.15,5187:9791.348,5206:9313.354,5225:6315.456
825	300	467.0989	1	45579.8792539	5985:10106.12,5016:453.3778,5035:0.0
826	300	467.0989	1	43734.9382027	5263:11986.41,5282:10624.14,5301:9141.751,5320:7013.165,5339:6131.033,5358:2019.819
827	300	467.0989	1	39745.4157788	5358:2019.819,5377:13058.55,5396:11464.9,5415:10294.33,5434:7659.186,5453:1995.966
828	300	467.0989	1	37299.9536168	5491:10291.11,5510:10566.3,5529:13837.6,5548:10778.06,5567:8825.587
829	300	467.0989	1	35783.8322868	5624:6120.886,5643:10894.0,5662:12569.8,5681:12378.35,5700:11688.35,5719:10461.28,5738:8667.389
830	300	467.0989	1	32478.5816185	5453:1995.966,5472:12220.36,5491:10291.11,5510:10566.3
831	300	467.0989	1	29444.7604178	5852:7664.567,5871:12510.28,5890:12670.32,5909:14390.46,5928:12510.12,5947:8768.984
832	300	467.0989	1	0.0	5947:8768.984,5966:11776.52,5985:10106.12
833	301	468.10325	1	2.25866683923e-06	5909:623.4772,5928:703.4214,5947:1579.65,5966:1434.726,5985:676.7003
834	302	489.22935	1	42187.9773271	5890:15583.14,5909:18939.4,5928:21020.56,5947:16676.02,5966:9735.708
835	302	489.22935	1	39210.9636645	5814:0.0,5833:17246.83,5852:16369.68
836	303	503.1067	1	138148.365298	5073:53151.81,5092:67569.11,5111:53043.12,5130:52708.78
837	303	503.1067	1	137798.788628	5738:54602.49,5757:58901.17,5776:67165.96,5795:67181.96,5814:58417.32,5833:56445.96
838	303	503.1067	1	125376.145833	5130:52708.78,5149:62912.91,5168:57659.28,5187:52239.84
839	303	503.1067	1	123832.166551	5567:51749.95,5586:54855.41,5605:64096.06,5624:56751.12,5643:54908.72
840	303	503.1067	1	118707.463303	5187:52239.84,5206:52933.41,5225:65471.79,5244:48487.81
841	303	503.1067	1	117143.6291	5643:54908.72,5662:57414.93,5681:60318.49,5700:52944.13
842	303	503.1067	1	117054.905823	5985:52838.1,5016:55919.16,5035:56670.17,5054:54102.84,5073:53151.81
843	303	503.1067	1	116846.610332	5301:52085.09,5320:52092.94,5339:58215.43,5358:53553.62,5377:49812.7
