mzbin,feature,cluster,charge
872.0720734915001,407,122,2
869.2328248355,408,122,3
869.567199666,408,122,3
869.9020140895,408,122,3
869.2328248355,409,122,2
869.736364762,409,122,2
869.4023765105001,410,122,3
869.736364762,410,122,3
869.4023765105001,411,122,2
869.9020140895,411,122,2
872.407350333,411,122,2
869.567199666,412,122,3
869.9020140895,412,122,3
872.0720734915001,413,122,3
872.407350333,413,122,3
893.6804,414,123,4
893.9307186255,414,123,4
894.1806372535,414,123,4
894.4314760034999,414,123,4
894.682840267,414,123,4
894.9334186359999,414,123,4
895.184257386,414,123,4
893.6804,415,123,2
894.1806372535,415,123,2
894.682840267,415,123,2
895.184257386,415,123,2
893.6804,416,123,1
894.682840267,416,123,1
893.9307186255,417,123,4
894.1806372535,417,123,4
894.4314760034999,417,123,4
894.682840267,417,123,4
894.9334186359999,417,123,4
895.184257386,417,123,4
893.9307186255,418,123,2
894.4314760034999,418,123,2
894.9334186359999,418,123,2
893.9307186255,419,123,1
894.9334186359999,419,123,1
894.1806372535,420,123,4
894.4314760034999,420,123,4
894.682840267,420,123,4
894.9334186359999,420,123,4
895.184257386,420,123,4
894.1806372535,421,123,2
894.682840267,421,123,2
895.184257386,421,123,2
894.1806372535,422,123,1
895.184257386,422,123,1
894.4314760034999,423,123,4
894.682840267,423,123,4
894.9334186359999,423,123,4
895.184257386,423,123,4
894.4314760034999,424,123,2
894.9334186359999,424,123,2
894.682840267,425,123,4
894.9334186359999,425,123,4
895.184257386,425,123,4
894.9334186359999,426,123,4
895.184257386,426,123,4
914.931,427,124,2
915.432690255,427,124,2
915.93438051,427,124,2
916.4360580099999,427,124,2
914.931,428,124,1
915.93438051,428,124,1
915.432690255,429,124,2
915.93438051,429,124,2
916.4360580099999,429,124,2
915.432690255,430,124,1
916.4360580099999,430,124,1
915.93438051,431,124,2
916.4360580099999,431,124,2
919.1003000000001,432,125,3
919.4344748315,432,125,3
919.7691268394999,432,125,3
920.1035785060001,432,125,3
919.1003000000001,433,125,1
920.1035785060001,433,125,1
919.4344748315,434,125,3
919.7691268394999,434,125,3
920.1035785060001,434,125,3
919.7691268394999,435,125,3
920.1035785060001,435,125,3
937.9416,436,126,2
938.4437402574999,436,126,2
938.9454177575,436,126,2
939.4470952575,436,126,2
940.4504502575,436,126,2
937.9416,437,126,1
938.9454177575,437,126,1
938.4437402574999,438,126,2
938.9454177575,438,126,2
939.4470952575,438,126,2
940.4504502575,438,126,2
938.4437402574999,439,126,1
939.4470952575,439,126,1
940.4504502575,439,126,1
942.4541479805,439,126,1
938.9454177575,440,126,2
939.4470952575,440,126,2
940.4504502575,440,126,2
939.4470952575,441,126,1
940.4504502575,441,126,1
942.4541479805,441,126,1
943.456774818,441,126,1
942.1172,442,126,3
942.4541479805,442,126,3
942.7855996630001,442,126,3
943.1196244954999,442,126,3
943.456774818,442,126,3
942.1172,443,126,1
943.1196244954999,443,126,1
942.4541479805,444,126,3
942.7855996630001,444,126,3
943.1196244954999,444,126,3
943.456774818,444,126,3
942.4541479805,445,126,1
943.456774818,445,126,1
942.7855996630001,446,126,3
943.1196244954999,446,126,3
943.456774818,446,126,3
943.1196244954999,447,126,3
943.456774818,447,126,3
960.447,448,127,2
960.9486775,448,127,2
999.4499000000001,449,128,3
999.7843516665,449,128,3
